"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"5004318",0,0,0,0,0,0,0,0,1,0.9,3.05460562531838,2.74914506278654,2.47423055650789,2.2268075008571,2.00412675077139
"1707435",0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,0.43046721,0.387420489
"1424741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5055422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2962941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1115136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4128928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4828131",0,0,0,0,0,0,0,0,6.29583686600433,5.6662531794039,5.09962786146351,4.58966507531716,4.13069856778544,3.7176287110069,3.34586583990621
"5309242",0,0,1,3.21434684781959,2.89291216303763,2.60362094673387,4.96525841859653,4.46873257673688,17.3105562008963,15.5795005808067,14.021550522726,12.6193954704534,11.3574559234081,10.2217103310672,9.19953929796053
"5258417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4809946",0,6.29583686600433,5.6662531794039,5.09962786146351,4.58966507531716,4.13069856778544,3.7176287110069,3.34586583990621,3.01127925591559,2.71015133032403,2.43913619729163,2.19522257756246,4.32051472675437,3.88846325407894,3.49961692867104
"5301823",0,1,0.9,0.81,0.729,0.6561,0.59049,2.52011251116125,2.26810126004513,2.04129113404062,4.30094925768794,3.87085433191915,3.48376889872723,3.13539200885451,2.82185280796906
"3512758",0,0,0,0,0,0,0,0,3.38629436111989,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792
"5169381",1,0.9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,4.95175902970767,4.45658312673691,4.01092481406322,3.6098323326569,3.24884909939121,2.92396418945209,2.63156777050688
"5368765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5313648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1231242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2070845",0,0,0,0,0,0,2,0.9,3.05460562531838,2.74914506278654,5.13928763452025,4.62535887106822,4.1628229839614,3.74654068556526,3.37188661700874
"514628",0,0,1,6.08248560137009,18.8457677390178,16.6099053179493,14.9489147861544,13.4540233075389,19.4735071784978,19.8933655896864,17.9040290307178,16.113626127646,14.5022635148814,16.6478880842087,14.9830992757878
"5298248",0,0,9.54517744447956,8.59065970003161,7.73159373002845,6.9584343570256,6.26259092132304,5.63633182919074,5.07269864627167,4.5654287816445,4.10888590348005,3.69799731313204,3.32819758181884,2.99537782363696,2.69584004127326
"5103325",0,0,0,0,0,0,0,0,6.29583686600433,5.6662531794039,5.09962786146351,4.58966507531716,4.13069856778544,3.7176287110069,3.34586583990621
"5136057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3651536",1,0.9,0.81,0.729,0.6561,0.59049,0.531441,2.4089046394711,2.16801417552399,1.95121275797159,1.75609148217444,0.96991059609,0.872919536481,0.7856275828329,0.70706482454961
"2138665",0,0,0,0,0,0,0,0,3.38629436111989,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792
"5102408",0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,24.24451937584,23.6102623433408,21.2492361090067,23.0294912800381,20.7265421520343,18.6538879368308
"3795910",0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,0.43046721,0.387420489,0.3486784401,0.31381059609
"394366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5053674",0,0,0,0,0,0,0,0,16.7505568153683,15.0755011338315,13.5679510204483,12.2111559184035,10.9900403265632,9.89103629390685,8.90193266451616
"139267",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"1987354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517885",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"3633435",0,0,0,0,0,1,0.9,0.81,2.90612565212996,2.61551308691697,2.35396177822527,2.11856560040274,1.90670904036247,1.71603813632622,0.918861489
"4858839",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"5330802",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"5338575",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"4864102",0,0,0,0,0,0,0,0,9.54517744447956,8.59065970003161,7.73159373002845,6.9584343570256,6.26259092132304,5.63633182919074,5.07269864627167
"5262363",0,0,0,0,0,0,0,1,16.4670433344709,14.8203390010238,13.3383051009214,12.0044745908293,10.8040271317464,9.72362441857174,8.75126197671456
"5259851",0,0,0,0,0,0,0,1,16.4670433344709,14.8203390010238,13.3383051009214,12.0044745908293,10.8040271317464,9.72362441857174,8.75126197671456
"3039682",0,0,0,0,0,0,0,0,6.29583686600433,5.6662531794039,5.09962786146351,4.58966507531716,4.13069856778544,3.7176287110069,3.34586583990621
"3696476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5358764",0,0,0,0,0,0,0,0,13.0471895621705,11.7424706059535,10.5682235453581,9.5114011908223,8.56026107174007,7.70423496456606,6.93381146810946
"4799195",0,9.54517744447956,8.59065970003161,7.73159373002845,6.9584343570256,6.26259092132304,5.63633182919074,5.07269864627167,7.43912828081213,6.69521545273092,6.02569390745783,5.42312451671204,7.75373538762905,6.97836184886615,6.28052566397953
"3852231",0,0,0,0,0,0,0,0,16.7505568153683,15.0755011338315,13.5679510204483,12.2111559184035,10.9900403265632,9.89103629390685,8.90193266451616
"3182467",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"4766246",0,0,0,1,0.9,0.81,0.729,5.52724301246535,26.7386128136213,24.0647515322591,21.6582763790332,19.4924487411299,17.5432038670169,27.3557632755936,32.8134125454681
"2536407",0,0,0,0,0,0,0,0,9.54517744447956,8.59065970003161,7.73159373002845,6.9584343570256,6.26259092132304,5.63633182919074,5.07269864627167
"3331371",0,1,9.30263302132089,8.3723697191888,7.53513274726992,6.78161947254293,6.10345752528863,5.49311177275977,4.9438005954838,4.44942053593542,4.00447848234187,3.60403063410769,3.24362757069692,2.91926481362723,2.6273383322645
"2491905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4774963",0,0,0,1,0.9,0.81,0.729,0.6561,17.9424777994014,13.9708522539391,12.5737670285452,11.3163903256907,10.1847512931216,9.16627616380945,8.24964854742851
"3125280",0,0,0,0,0,0,0,0,4.90954250488444,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792
"3167219",0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969
"1809118",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"5238888",0,0,0,6.29583686600433,5.6662531794039,8.16973380193706,7.35276042174335,9.80090505516601,22.085001226158,17.5865242417654,15.8278718175888,14.24508463583,12.820576172247,11.5385185550223,13.7432697098075
"4220395",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"5001397",0,0,0,0,0,0,0,3.38629436111989,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792,0.9565938
"4953274",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"802261",0,0,0,0,0,0,0,3.38629436111989,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792,0.9565938
"1251130",0,0,0,0,0,0,0,1,3.21434684781959,2.89291216303763,2.60362094673387,2.34325885206048,2.10893296685444,1.89803967016899,1.70823570315209
"389284",0,0,0,0,0,0,0,0,9.54517744447956,8.59065970003161,7.73159373002845,6.9584343570256,6.26259092132304,5.63633182919074,5.07269864627167
"5310752",0,0,0,0,9.54517744447956,11.9991568524454,10.7992411672009,13.1582300251824,23.057077312399,50.7414435502542,45.6672991952288,41.1005692757059,36.9905123481353,33.2914611133218,37.4193874814284
"4796566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5294981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3092982",0,0,0,0,0,0,0,3.38629436111989,28.1274640772447,25.3147176695202,22.7832459025682,28.5058896039466,29.7432700818518,26.7689430736666,24.0920487662999
"4589807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3545125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
