"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"4739118",0,0,0,0,0,0,0,0,3.38629436111989,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792
"5246522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1588795",0,0,0,0,0,0,0,0,3.38629436111989,3.0476649250079,2.74289843250711,2.4686085892564,2.22174773033076,1.99957295729769,1.79961566156792
"5114057",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"4198375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4802216",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"4004738",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"4837534",0,0,0,0,0,0,0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441
"1280127",0,0,1,0.9,0.81,0.729,0.6561,0.59049,2.52011251116125,2.26810126004513,2.04129113404062,1.83716202063655,1.6534458185729,0.90430059609,0.813870536481
"5069510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5378030",0,0,1,0.9,0.81,0.729,0.6561,0.59049,2.52011251116125,2.26810126004513,2.04129113404062,1.83716202063655,1.6534458185729,0.90430059609,0.813870536481
"1416445",0,0,1,0.9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,0.43046721,0.387420489,0.3486784401,0.31381059609,0.282429536481
"2255377",0,0,1,0.9,0.81,0.729,0.6561,0.59049,2.52011251116125,2.26810126004513,2.04129113404062,1.83716202063655,1.6534458185729,0.90430059609,0.813870536481
"4745861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
